dataset,QuestionID,general_entailment_score,task_aware_entailment_score,delta_entailment_score,general_contradiction_score,task_aware_contradiction_score,delta_contradiction_score,contradiction_reduction,general_obligation_coverage_score,task_aware_obligation_coverage_score,delta_obligation_coverage_score,general_composite_score,task_aware_composite_score,delta_composite_score,composite_winner
obliqa_mp,7c12fa9a-0c50-45c2-bb1f-52ea6a8b4372,0.34649,0.04004,-0.30645,0.17885,0.29176,0.11291000000000001,-0.11291000000000001,0.3333333333333333,0.3333333333333333,0.0,0.50032,0.36054,-0.13977999999999996,general
obliqa_mp,7cc9abd1-c5e8-4533-aa0f-f00e4318c92d,0.00999,0.00999,0.0,0.99511,0.99511,0.0,0.0,0.0,0.0,0.0,0.00496,0.00496,0.0,equal
obliqa_mp,7ccd6d14-af20-4d5a-b138-4d3909ea6628,0.72295,0.87381,0.15086,0.01084,0.11965,0.10881,-0.10881,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.59451,0.63234,0.03783000000000003,task_aware
obliqa_mp,7cd26ada-3ae5-47f1-8784-c56e6fbdaa4b,0.89001,0.92265,0.03264,0.04904,0.04187,-0.007170000000000003,0.007170000000000003,0.0,0.0,0.0,0.61366,0.62693,0.013270000000000004,task_aware
obliqa_mp,7db9f42d-057c-47b4-aa37-89840fd340da,0.98675,0.73397,-0.25278,0.01263,0.14305,0.13042,-0.13042,0.125,0.1875,0.0625,0.69971,0.59281,-0.1069000000000001,general
obliqa_mp,7fc1282a-1c57-4eb8-9ef1-3881e0328af1,0.81589,0.78489,-0.031000000000000028,0.00867,0.0093,0.0006299999999999986,-0.0006299999999999986,0.3333333333333333,0.25,-0.08333333333333331,0.71352,0.6752,-0.03832000000000002,general
obliqa_mp,7fd823d6-1ec2-4eec-9c63-08ba7b4d2b8a,0.87078,0.8159,-0.05488000000000004,0.34394,0.02172,-0.32222,0.32222,0.0,0.0,0.0,0.50895,0.59806,0.08911000000000002,task_aware
obliqa_mp,80a47c6c-df34-4712-a076-6bc91e66b539,0.73493,0.25726,-0.47767,0.48601,0.32989,-0.15611999999999998,0.15611999999999998,0.09523809523809523,0.047619047619047616,-0.047619047619047616,0.44805,0.325,-0.12304999999999999,general
obliqa_mp,81043461-1c55-4a56-a249-b0d09769572b,0.48196,0.42809,-0.05386999999999997,0.01932,0.012,-0.00732,0.00732,0.06666666666666667,0.06666666666666667,0.0,0.50977,0.49425,-0.015519999999999923,general
obliqa_mp,81b2c647-cc81-4281-bb28-1d8e1b837489,0.39089,0.29725,-0.09364,0.02375,0.0608,0.03705,-0.03705,0.21739130434782608,0.21739130434782608,0.0,0.52818,0.48461,-0.04357,general
obliqa_mp,81d37844-9586-4292-9240-dc00b4103be2,0.68166,0.32424,-0.35742000000000007,0.46004,0.54701,0.08696999999999999,-0.08696999999999999,0.054945054945054944,0.15384615384615385,0.09890109890109891,0.42552,0.31036,-0.11515999999999998,general
obliqa_mp,823e06a7-aecd-4667-b1a3-a836c605f9ad,0.83255,0.89518,0.06262999999999996,0.25927,0.13794,-0.12133,0.12133,0.038461538461538464,0.038461538461538464,0.0,0.53725,0.59857,0.06132000000000004,task_aware
obliqa_mp,82c99cb2-fbf3-4b28-9ee3-3e0113152579,0.32724,0.17525,-0.15199,0.95029,0.95115,0.0008600000000000829,-0.0008600000000000829,0.0375,0.0375,0.0,0.13815,0.0872,-0.050949999999999995,general
obliqa_mp,82f9372e-26b3-4403-a5d2-4fbdafad9e95,0.64321,0.68223,0.039020000000000055,0.78988,0.61197,-0.17791,0.17791,0.12121212121212122,0.12121212121212122,0.0,0.32485,0.39716,0.07230999999999999,task_aware
obliqa_mp,835245df-3585-4913-a460-730158048891,0.30249,0.38555,0.08306000000000002,0.34876,0.15656,-0.1922,0.1922,0.02857142857142857,0.02857142857142857,0.0,0.32743,0.41919,0.09176000000000001,task_aware
obliqa_mp,836e4514-df1a-45f3-9224-d50362e2b640,0.68339,0.43264,-0.25075000000000003,0.31614,0.36888,0.05274000000000001,-0.05274000000000001,0.12,0.08,-0.039999999999999994,0.49575,0.38125,-0.11450000000000005,general
obliqa_mp,84464afb-8901-4918-bc9e-59326113fbbf,0.98717,0.90317,-0.08399999999999996,0.168,0.05564,-0.11236000000000002,0.11236000000000002,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.63203,0.66713,0.03510000000000002,task_aware
obliqa_mp,84e1bfe1-2536-4ae3-aa08-33fdc2506347,0.29609,0.34647,0.05037999999999998,0.01171,0.25498,0.24327,-0.24327,0.0,0.0,0.0,0.42813,0.36383,-0.06430000000000002,general
obliqa_mp,85b02775-d94f-4b2d-a703-b08159791d16,0.34351,0.40123,0.057719999999999994,0.19205,0.39621,0.20416,-0.20416,0.05263157894736842,0.05263157894736842,0.0,0.40136,0.35255,-0.04881000000000002,general
obliqa_mp,85c20743-cf37-4e25-a97e-9edaa6d02b3f,0.46386,0.27841,-0.18545,0.00883,0.02103,0.0122,-0.0122,0.0,0.14285714285714285,0.14285714285714285,0.48501,0.46675,-0.01826,general
obliqa_mp,894564f2-7d27-43d7-a41f-4fe93275684a,0.60846,0.62479,0.016329999999999956,0.95524,0.9813,0.026059999999999972,-0.026059999999999972,0.05555555555555555,0.05555555555555555,0.0,0.23626,0.23302,-0.003239999999999993,general
obliqa_mp,89ec31aa-5373-4eed-83d8-18615a2ac51f,0.67733,0.73188,0.05454999999999999,0.24042,0.32936,0.08893999999999999,-0.08893999999999999,0.05555555555555555,0.05555555555555555,0.0,0.49749,0.48603,-0.01145999999999997,general
obliqa_mp,89fec980-7945-417b-8580-69ff3d6bfed3,0.44854,0.15664,-0.2919,0.01231,0.02224,0.00993,-0.00993,0.0,0.0,0.0,0.47874,0.37813,-0.10060999999999998,general
obliqa_mp,8b0ab48e-9447-4d79-b8e8-8298cf040a42,0.51236,0.93321,0.42084999999999995,0.39073,0.1245,-0.26623,0.26623,0.0,0.0,0.0,0.37388,0.6029,0.22902,task_aware
obliqa_mp,8c15c7d5-51f9-4075-8928-dcb1c989e12a,0.35382,0.30303,-0.05079,0.44545,0.29927,-0.14618000000000003,0.14618000000000003,0.21739130434782608,0.34782608695652173,0.13043478260869565,0.37525,0.45053,0.07528000000000001,task_aware
obliqa_mp,8c2aa09c-1515-48ad-9896-8619683cd6c3,0.62282,0.61761,-0.005210000000000048,0.24098,0.08721,-0.15377000000000002,0.15377000000000002,0.07692307692307693,0.07692307692307693,0.0,0.48625,0.53577,0.04951999999999995,task_aware
obliqa_mp,8d958b26-0680-420d-a4ab-b3976d0f387e,0.60035,0.64216,0.0418099999999999,0.21455,0.24084,0.026290000000000008,-0.026290000000000008,0.18181818181818182,0.18181818181818182,0.0,0.52254,0.52771,0.005170000000000008,task_aware
obliqa_mp,8db8e727-6e95-4c50-896e-1b2cffe1451e,0.84778,0.55665,-0.29113,0.05717,0.00562,-0.05155,0.05155,0.125,0.1875,0.0625,0.63854,0.57951,-0.05903000000000003,general
obliqa_mp,8e6a4d9a-0b1b-437a-857b-520dce4cab81,0.70542,0.96686,0.26144,0.04118,0.3407,0.29952,-0.29952,0.0,0.0,0.0,0.55475,0.54205,-0.012699999999999934,general
obliqa_mp,8fe50108-ad3a-43ce-bcab-b473e482018c,0.00525,0.94188,0.9366300000000001,0.35178,0.02027,-0.33150999999999997,0.33150999999999997,0.0625,0.0625,0.0,0.23866,0.66137,0.42271000000000003,task_aware
obliqa_mp,90b20e72-13c3-4dfd-85d5-17f65660395b,0.77815,0.70036,-0.07779000000000003,0.35724,0.35672,-0.0005200000000000204,0.0005200000000000204,0.09090909090909091,0.09090909090909091,0.0,0.50394,0.47818,-0.02576000000000006,general
obliqa_mp,90ca7581-00a6-4c97-aa02-1848d2199d06,0.96101,0.28254,-0.67847,0.06852,0.14829,0.07977000000000001,-0.07977000000000001,0.0,0.0,0.0,0.63083,0.37808,-0.25275,general
obliqa_mp,911e53be-1d9f-408b-b562-211efa65e29c,0.8648,0.83732,-0.02748000000000006,0.94564,0.66338,-0.28226000000000007,0.28226000000000007,0.037037037037037035,0.0,-0.037037037037037035,0.31873,0.39131,0.07257999999999998,task_aware
obliqa_mp,923bf975-b219-47eb-a942-983cbae63081,0.5081,0.7696,0.26149999999999995,0.5626,0.42324,-0.13935999999999998,0.13935999999999998,0.1875,0.125,-0.0625,0.37767,0.49045,0.11277999999999999,task_aware
obliqa_mp,9258cd6b-b917-46d4-b2ba-375b233f7e65,0.3873,0.99255,0.6052500000000001,0.05332,0.41762,0.3643,-0.3643,0.0,0.0625,0.0625,0.44466,0.54581,0.10115000000000002,task_aware
obliqa_mp,94dcc743-13b8-484d-ad87-b2eac150ad4e,0.79659,0.61801,-0.17858000000000007,0.27047,0.28011,0.009640000000000037,-0.009640000000000037,0.17647058823529413,0.29411764705882354,0.11764705882352941,0.56753,0.54401,-0.023519999999999985,general
obliqa_mp,95658c00-9216-4b25-a55b-78f9139e7796,0.69683,0.81857,0.12174000000000007,0.12151,0.35703,0.23552,-0.23552,0.08,0.12,0.039999999999999994,0.55177,0.52718,-0.02459,general
obliqa_mp,9735e488-197f-4335-9c90-8d5df23e2ee9,0.34445,0.32702,-0.01743,0.35379,0.01888,-0.33491,0.33491,0.14285714285714285,0.047619047619047616,-0.09523809523809523,0.37784,0.45192,0.07407999999999998,task_aware
obliqa_mp,97cdb96f-a5df-4c63-800a-2447b2e97f4b,0.7416,0.72468,-0.016920000000000046,0.9006,0.90476,0.0041600000000000525,-0.0041600000000000525,0.041666666666666664,0.041666666666666664,0.0,0.29422,0.2872,-0.007019999999999971,general
obliqa_mp,982fbf03-8cc9-4167-9f2d-50f38c942cda,0.46504,0.42254,-0.04249999999999998,0.81649,0.59716,-0.21933000000000002,0.21933000000000002,0.1875,0.1875,0.0,0.27868,0.33763,0.05895,task_aware
obliqa_mp,98feff80-f9b0-42f3-89f0-6e38d05520ec,0.22779,0.0829,-0.14489,0.02641,0.02787,0.0014599999999999995,-0.0014599999999999995,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.41898,0.38871,-0.03027000000000002,general
obliqa_mp,996f0f7a-df70-4f56-9d64-736259596399,0.73848,0.7551,0.016619999999999968,0.19131,0.28625,0.09494,-0.09494,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.53795,0.53406,-0.00389000000000006,general
obliqa_mp,9998c48c-2508-4060-b330-d8e6b4071459,0.07692,0.66861,0.59169,0.9127,0.75343,-0.1592699999999999,0.1592699999999999,0.125,0.125,0.0,0.09641,0.34673,0.25032,task_aware
obliqa_mp,9a4d8625-a214-4dfa-a4e2-ce31ae2cc40e,0.32569,0.48407,0.15838000000000002,0.31454,0.21619,-0.09834999999999999,0.09834999999999999,0.3,0.15,-0.15,0.43705,0.47263,0.03558,task_aware
obliqa_mp,9b0e1abf-3efa-470e-831e-87308d8d0cf4,0.51459,0.60327,0.08867999999999998,0.03001,0.0179,-0.01211,0.01211,0.11764705882352941,0.11764705882352941,0.0,0.53408,0.56767,0.03359000000000001,task_aware
obliqa_mp,9bb0b3a7-ebc8-4499-a997-7e0cbafbe0eb,0.069,0.14981,0.08080999999999999,0.63123,0.60036,-0.030869999999999953,0.030869999999999953,0.05263157894736842,0.05263157894736842,0.0,0.16347,0.20069,0.03722,task_aware
obliqa_mp,9c05f990-363c-4cc6-9de5-0602245dead0,0.64923,0.83713,0.18790000000000007,0.21727,0.16706,-0.050210000000000005,0.050210000000000005,0.24,0.08,-0.15999999999999998,0.55732,0.58336,0.026039999999999952,task_aware
obliqa_mp,9c22e971-eb04-402d-96a4-ddc9f873e80b,0.78054,0.45393,-0.32661,0.62204,0.49861,-0.12343000000000004,0.12343000000000004,0.13636363636363635,0.18181818181818182,0.04545454545454547,0.43162,0.37905,-0.052570000000000006,general
obliqa_mp,9d406373-34e0-484c-91a2-68d8b477819c,0.98751,0.98819,0.0006800000000000139,0.69111,0.60396,-0.08714999999999995,0.08714999999999995,0.0,0.0,0.0,0.43213,0.46141,0.029279999999999973,task_aware
obliqa_mp,9eabf785-5fab-4e74-aae6-9f101dc90541,0.77642,0.91564,0.13922,0.03394,0.25881,0.22487,-0.22487,0.09090909090909091,0.09090909090909091,0.0,0.61113,0.58258,-0.028549999999999964,general
obliqa_mp,9eac0cdc-ed43-4f58-bc04-dc56bb06a19e,0.66427,0.49472,-0.16955000000000003,0.66321,0.05173,-0.61148,0.61148,0.0,0.05,0.05,0.33369,0.49766,0.16397,task_aware
obliqa_mp,9f536c91-e740-4bf3-b1d0-37d348273efe,0.72635,0.86549,0.13913999999999993,0.17839,0.12357,-0.054819999999999994,0.054819999999999994,0.07692307692307693,0.038461538461538464,-0.038461538461538464,0.54163,0.59346,0.05183000000000004,task_aware
obliqa_mp,9f64fe19-6d24-44e9-9b04-67f4132efc01,0.53301,0.56404,0.031030000000000002,0.38923,0.14569,-0.24354000000000003,0.24354000000000003,0.3333333333333333,0.3333333333333333,0.0,0.49237,0.58389,0.09152000000000005,task_aware
obliqa_mp,9f84555b-c578-4103-9dba-e76a7d20194e,0.80155,0.91371,0.11216000000000004,0.024,0.36171,0.33770999999999995,-0.33770999999999995,0.05,0.05,0.0,0.60918,0.534,-0.07518000000000002,general
obliqa_mp,a185f9c6-8454-441e-8db4-381c95247ed8,0.71678,0.63728,-0.07950000000000002,0.66507,0.79031,0.1252399999999999,-0.1252399999999999,0.0,0.0,0.0,0.35057,0.28232,-0.06824999999999998,general
obliqa_mp,a2c0a9ed-db0a-452f-a008-bbd7f92daf04,0.98846,0.98525,-0.003210000000000046,0.01774,0.01886,0.0011199999999999995,-0.0011199999999999995,0.08333333333333333,0.08333333333333333,0.0,0.68468,0.68324,-0.0014399999999999968,general
obliqa_mp,a4bd0423-f434-4623-a11f-2b322bb5ec9b,0.60666,0.40676,-0.19989999999999997,0.0078,0.26703,0.25923,-0.25923,0.23529411764705882,0.29411764705882354,0.05882352941176472,0.61138,0.47795,-0.13343000000000005,general
obliqa_mp,a52e6f76-723d-442b-9e8b-76de2042da7b,0.19503,0.36872,0.17368999999999998,0.00854,0.05554,0.047,-0.047,0.038461538461538464,0.038461538461538464,0.0,0.40832,0.45055,0.04222999999999999,task_aware
obliqa_mp,a53da4ce-8a87-4711-8719-d325595ef374,0.7265,0.74024,0.013739999999999974,0.80653,0.15352,-0.65301,0.65301,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.36221,0.60298,0.24076999999999998,task_aware
obliqa_mp,a5aae7d3-ed3d-4ccd-8ed5-8a8209af5bd1,0.01534,0.46016,0.44482,0.96189,0.87934,-0.08255000000000001,0.08255000000000001,0.0625,0.0625,0.0,0.03865,0.21444,0.17579,task_aware
obliqa_mp,a6ab057b-dad3-4db4-aa04-1dd04fc3788d,0.01532,0.25978,0.24446,0.68187,0.32407,-0.35779999999999995,0.35779999999999995,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.1235,0.33659,0.21309,task_aware
obliqa_mp,a6d3627e-2a76-4672-a128-c1f5547271db,0.9908,0.99086,5.999999999994898e-05,0.08686,0.13037,0.04351000000000001,-0.04351000000000001,0.0,0.0,0.0,0.63465,0.62016,-0.014490000000000003,general
obliqa_mp,a8cca64d-f303-40f9-8155-f2051c76db8f,0.4769,0.90138,0.42447999999999997,0.97227,0.99278,0.020510000000000028,-0.020510000000000028,0.0,0.0,0.0,0.16821,0.30287,0.13465999999999997,task_aware
obliqa_mp,ab06d173-f0cd-42f0-b8ad-cc27f29836b0,0.78745,0.68477,-0.10268,0.16815,0.14615,-0.021999999999999992,0.021999999999999992,0.125,0.125,0.0,0.58143,0.55454,-0.02688999999999997,general
obliqa_mp,ab638d55-4f4b-49e0-a834-2646542df9ea,0.53194,0.02833,-0.50361,0.12967,0.01511,-0.11456000000000001,0.11456000000000001,0.23809523809523808,0.3333333333333333,0.09523809523809523,0.54679,0.44885,-0.09793999999999997,general
obliqa_mp,abb25359-7dc6-40aa-a963-2f4335946f0f,0.35459,0.39455,0.039959999999999996,0.3607,0.4923,0.1316,-0.1316,0.15384615384615385,0.20512820512820512,0.051282051282051266,0.38258,0.36913,-0.013449999999999962,general
obliqa_mp,ac67835e-ad79-449a-8964-064e6d80a54f,0.44542,0.04681,-0.39860999999999996,0.60224,0.5751,-0.027140000000000053,0.027140000000000053,0.22727272727272727,0.22727272727272727,0.0,0.35682,0.23299,-0.12383000000000002,general
obliqa_mp,ac870d99-6094-413a-be51-c03917d0bd8d,0.50661,0.29639,-0.21022000000000002,0.32894,0.405,0.07606000000000002,-0.07606000000000002,0.25,0.25,0.0,0.47589,0.38046,-0.09542999999999996,general
obliqa_mp,adbc2b20-a5b6-435d-9e92-334fa6ff349b,0.65757,0.52205,-0.13551999999999997,0.04707,0.01897,-0.0281,0.0281,0.08333333333333333,0.08333333333333333,0.0,0.56461,0.5288,-0.0358099999999999,general
obliqa_mp,ade0547d-e65f-4070-abe4-206ad71d399e,0.11276,0.33755,0.22479000000000002,0.51835,0.50496,-0.013390000000000013,0.013390000000000013,0.05128205128205128,0.05128205128205128,0.0,0.21523,0.29462,0.07938999999999999,task_aware
obliqa_mp,b0ff1f05-157e-4328-b55f-bdd278403dc1,0.0092,0.47904,0.46984000000000004,0.99647,0.98999,-0.00647999999999993,0.00647999999999993,0.0,0.0,0.0,0.00424,0.16302,0.15878,task_aware
obliqa_mp,b128ec3c-d872-474d-9a7f-8b150cf9ae55,0.88063,0.93455,0.05391999999999997,0.17113,0.4741,0.30297,-0.30297,0.03614457831325301,0.024096385542168676,-0.012048192771084335,0.58188,0.49485,-0.08702999999999994,general
obliqa_mp,b3a62abb-31ec-400e-bde7-5f19c14939a6,0.98243,0.89109,-0.09133999999999998,0.18107,0.33661,0.15554,-0.15554,0.1,0.05,-0.05,0.63379,0.53483,-0.09895999999999994,general
obliqa_mp,b40e8abc-d7cb-44ba-908f-68eda3118d8b,0.85177,0.69634,-0.15543000000000007,0.01425,0.0052,-0.00905,0.00905,0.041666666666666664,0.041666666666666664,0.0,0.6264,0.5776,-0.048799999999999955,general
obliqa_mp,b47a3d65-1398-43ee-8ad6-95a639e74f21,0.45397,0.38257,-0.07139999999999996,0.18693,0.28976,0.10283,-0.10283,0.11538461538461539,0.5,0.3846153846153846,0.46081,0.53094,0.07012999999999997,task_aware
obliqa_mp,b5a32e93-df29-4742-ab0d-e0c07d6f40e0,0.98892,0.98644,-0.0024800000000000377,0.20288,0.22079,0.01790999999999998,-0.01790999999999998,0.0,0.047619047619047616,0.047619047619047616,0.59535,0.60442,0.009069999999999911,task_aware
obliqa_mp,b6b189f5-31eb-4599-a91c-2eae70d8afff,0.94452,0.9425,-0.0020200000000000218,0.29995,0.2213,-0.07865,0.07865,0.0,0.0,0.0,0.54819,0.57373,0.025540000000000007,task_aware
obliqa_mp,b6d8ce77-1e25-415a-92ec-7da432f80913,0.47284,0.15774,-0.3151,0.07281,0.07197,-0.0008399999999999935,0.0008399999999999935,0.06666666666666667,0.03333333333333333,-0.03333333333333333,0.4889,0.37303,-0.11587000000000003,general
obliqa_mp,b98af158-fb04-406f-a08e-8a004423b5fe,0.41762,0.47333,0.05570999999999998,0.12055,0.21641,0.09585999999999999,-0.09585999999999999,0.0,0.0,0.0,0.43236,0.41897,-0.013390000000000013,general
obliqa_mp,ba6fe16e-f8be-4667-b47b-571fadcacaf1,0.84737,0.49516,-0.35220999999999997,0.78741,0.74178,-0.04563000000000006,0.04563000000000006,0.23943661971830985,0.19718309859154928,-0.04225352112676056,0.43313,0.31685,-0.11628,general
obliqa_mp,ba94e1ba-d499-4569-8f33-4ddecdad2c6f,0.65366,0.6961,0.04244000000000003,0.01466,0.22367,0.20901,-0.20901,0.2857142857142857,0.0,-0.2857142857142857,0.64157,0.49081,-0.15075999999999995,general
obliqa_mp,bbaf8848-85f6-40a5-8b61-3f3e5cadfcf9,0.90739,0.78494,-0.12245000000000006,0.20668,0.03935,-0.16733,0.16733,0.15384615384615385,0.15384615384615385,0.0,0.61819,0.63315,0.014959999999999973,task_aware
obliqa_mp,bc5fe092-daa3-4b0f-9cc9-edc843862102,0.176,0.96354,0.7875399999999999,0.06467,0.069,0.0043300000000000005,-0.0043300000000000005,0.1875,0.125,-0.0625,0.43294,0.67318,0.24024,task_aware
obliqa_mp,bc6caf3a-4f87-411e-9232-9dd6b5f52609,0.88831,0.96746,0.07914999999999994,0.5023,0.93865,0.43635,-0.43635,0.0,0.0,0.0,0.462,0.34294,-0.11906,general
obliqa_mp,bd0f09ed-cbcb-4bf6-95b2-4d3943a20d79,0.56524,0.539,-0.02623999999999993,0.77954,0.81269,0.03315000000000001,-0.03315000000000001,0.06666666666666667,0.2,0.13333333333333336,0.28412,0.30877,0.024650000000000005,task_aware
obliqa_mp,bd4232de-c7c9-461e-b8d9-f2fdb0f8f249,0.64559,0.81792,0.17232999999999998,0.01663,0.26677,0.25014000000000003,-0.25014000000000003,0.0,0.0,0.0,0.54299,0.51705,-0.025939999999999963,general
obliqa_mp,bd704b13-e647-4877-8979-ab3b4fc3cdff,0.55599,0.66118,0.10519,0.5596,0.37936,-0.18024,0.18024,0.3333333333333333,0.3888888888888889,0.05555555555555558,0.44324,0.5569,0.11365999999999993,task_aware
obliqa_mp,bdeadb0e-6114-4239-92b7-d5f9e9d49953,0.03113,0.03113,0.0,0.99239,0.99239,0.0,0.0,0.0,0.0,0.0,0.01291,0.01291,0.0,equal
obliqa_mp,bdecb293-93cf-4989-933f-3fbf836f6cb0,0.00967,0.46493,0.45526,0.88711,0.34053,-0.54658,0.54658,0.0,0.0,0.0,0.04085,0.3748,0.33395,task_aware
obliqa_mp,bf773693-855b-4097-b3e4-c7a66f76f0c2,0.49942,0.83651,0.33709,0.71251,0.42305,-0.28946,0.28946,0.2894736842105263,0.05263157894736842,-0.2368421052631579,0.35879,0.4887,0.12991000000000003,task_aware
obliqa_mp,bfaf2978-01f2-446c-a906-e1b834130d58,0.59337,0.84674,0.2533700000000001,0.02902,0.05211,0.023089999999999996,-0.023089999999999996,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.53732,0.64583,0.10851,task_aware
obliqa_mp,bff79987-54a2-4b7e-8004-f6becde57ea1,0.71764,0.55149,-0.1661499999999999,0.17409,0.03029,-0.14379999999999998,0.14379999999999998,0.08333333333333333,0.125,0.04166666666666667,0.54229,0.54873,0.006440000000000001,task_aware
obliqa_mp,c0e8d69e-b824-43f7-af07-dfbd9eb2b7a1,0.9874,0.90082,-0.0865800000000001,0.30008,0.4442,0.14411999999999997,-0.14411999999999997,0.2857142857142857,0.21428571428571427,-0.07142857142857142,0.65768,0.55697,-0.10071000000000008,general
obliqa_mp,c237b935-9d0b-4a9d-8ee5-0e2757282548,0.43434,0.48689,0.052549999999999986,0.78406,0.73854,-0.045520000000000005,0.045520000000000005,0.11764705882352941,0.14705882352941177,0.02941176470588236,0.25598,0.29847,0.04249000000000003,task_aware
obliqa_mp,c4a1a718-6e97-4eea-a68f-f4b58a27be7d,0.66102,0.33479,-0.3262300000000001,0.18599,0.03151,-0.15447999999999998,0.15447999999999998,0.2222222222222222,0.14814814814814814,-0.07407407407407407,0.56575,0.48381,-0.08193999999999996,general
obliqa_mp,c4ab4de4-dea7-4b6e-a5fc-04feecbb8751,0.62267,0.51598,-0.10668999999999995,0.28117,0.59252,0.31135000000000007,-0.31135000000000007,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.49479,0.37131,-0.12348000000000003,general
obliqa_mp,c62386f2-163b-46be-880b-843e83f235a9,0.60353,0.65946,0.055930000000000035,0.18175,0.00725,-0.1745,0.1745,0.0,0.0,0.0,0.47393,0.55074,0.07680999999999999,task_aware
obliqa_mp,c6244050-c9cc-475d-920d-2a5a54d9d0f1,0.28545,0.0058,-0.27964999999999995,0.67307,0.82406,0.15099000000000007,-0.15099000000000007,0.0,0.0,0.0,0.20413,0.06058,-0.14355,general
obliqa_mp,c87178f5-e660-4d1f-85c8-f36f45b63b5a,0.64654,0.49441,-0.15213,0.31751,0.02453,-0.29298,0.29298,0.11764705882352941,0.17647058823529413,0.05882352941176472,0.48223,0.54878,0.06655000000000005,task_aware
obliqa_mp,cb6d2e13-e387-4746-ad0a-a2dbeddbcf2f,0.89038,0.14161,-0.7487699999999999,0.18783,0.29374,0.10591,-0.10591,0.14814814814814814,0.2222222222222222,0.07407407407407407,0.6169,0.3567,-0.2602,general
obliqa_mp,cbbed4fc-aab9-4a94-b5cd-f98aaba437d8,0.20444,0.56343,0.35899,0.02845,0.05517,0.026719999999999997,-0.026719999999999997,0.15789473684210525,0.15789473684210525,0.0,0.44463,0.55538,0.11074999999999996,task_aware
obliqa_mp,cc1c433b-52f8-4594-842f-dcc07477791b,0.90979,0.95204,0.04225000000000001,0.00687,0.01361,0.00674,-0.00674,0.16,0.12,-0.04000000000000001,0.68764,0.68614,-0.0015000000000000568,general
obliqa_mp,cf3bceac-7b9a-464a-b3c2-782b019989c7,0.27931,0.34292,0.06361,0.05436,0.43303,0.37867,-0.37867,0.04285714285714286,0.05714285714285714,0.014285714285714284,0.4226,0.32234,-0.10025999999999996,general
obliqa_mp,cfce3725-78f5-450b-8c61-94b67f9c6b23,0.80172,0.84827,0.04654999999999998,0.62753,0.66547,0.037939999999999974,-0.037939999999999974,0.26666666666666666,0.26666666666666666,0.0,0.48029,0.48316,0.0028699999999999837,task_aware
obliqa_mp,d0ff21d7-5354-45ff-b40b-e1d3b496a0da,0.67624,0.6808,0.0045600000000000085,0.33971,0.33891,-0.0008000000000000229,0.0008000000000000229,0.35714285714285715,0.35714285714285715,0.0,0.56456,0.56634,0.0017800000000000038,task_aware
obliqa_mp,d101b1a4-7a0e-44a4-8221-7afb163d9180,0.56493,0.77585,0.21092,0.19046,0.31639,0.12593000000000001,-0.12593000000000001,0.2,0.26666666666666666,0.06666666666666665,0.52482,0.57538,0.05056000000000005,task_aware
obliqa_mp,d11041a8-2850-4577-858d-d5532f12865f,0.31576,0.24918,-0.06657999999999997,0.60399,0.78128,0.17728999999999995,-0.17728999999999995,0.05660377358490566,0.03773584905660377,-0.01886792452830189,0.25612,0.16855,-0.08757000000000001,general
obliqa_mp,d37329cb-088a-4677-9086-dd788b3219a6,0.94467,0.57188,-0.37278999999999995,0.35903,0.22734,-0.13169000000000003,0.13169000000000003,0.38461538461538464,0.5384615384615384,0.1538461538461538,0.65675,0.62767,-0.029079999999999995,general
obliqa_mp,d41ce381-13ae-443a-b756-73ef41af209d,0.49011,0.60627,0.11615999999999999,0.32415,0.01709,-0.30706,0.30706,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.41088,0.57417,0.16328999999999994,task_aware
obliqa_mp,d428c66b-205e-40f7-a0f7-26be6488b03e,0.50461,0.59655,0.09194000000000002,0.69551,0.348,-0.34751,0.34751,0.19047619047619047,0.19047619047619047,0.0,0.33319,0.47968,0.14649,task_aware
obliqa_mp,d48afd1e-1e08-4dd1-b17c-adee515652c2,0.50613,0.53019,0.02406000000000008,0.01279,0.01954,0.006749999999999999,-0.006749999999999999,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.51365,0.5353,0.021649999999999947,task_aware
obliqa_mp,d54b7b69-a4a2-4a7b-9477-81197c690f71,0.603,0.89547,0.29247,0.56904,0.63105,0.06201000000000001,-0.06201000000000001,0.0,0.06896551724137931,0.06896551724137931,0.34465,0.44446,0.09981000000000001,task_aware
obliqa_mp,d597b584-9fd6-4af7-b6b1-dbec8b1c392d,0.03231,0.03231,0.0,0.99512,0.99512,0.0,0.0,0.0,0.0,0.0,0.0124,0.0124,0.0,equal
obliqa_mp,d6e4577b-8bd5-4979-b06c-1a4c71deff03,0.65707,0.99016,0.33309,0.3528,0.08502,-0.26778,0.26778,0.08695652173913043,0.08695652173913043,0.0,0.46374,0.66403,0.20029000000000002,task_aware
